currentTimestamp,moving,storage,onStation,problemStation,goodStation,empty,low,good,high,full
359,206,0,16626,488,694,131,180,730,98,43
360,206,0,16626,488,694,131,180,730,98,43
361,207,0,16625,488,694,131,180,730,98,43
362,207,0,16625,488,694,131,180,730,98,43
363,208,0,16624,489,693,131,181,729,98,43
364,208,0,16624,489,693,131,181,729,98,43
365,211,0,16621,490,692,132,181,728,98,43
366,211,0,16621,490,692,132,181,728,98,43
367,213,0,16619,490,692,132,181,728,98,43
368,214,0,16618,490,692,132,181,728,98,43
369,215,0,16617,490,692,132,181,728,98,43
370,215,0,16617,490,692,132,181,728,98,43
371,215,0,16617,490,692,132,181,728,98,43
372,215,0,16617,490,692,132,181,728,98,43
373,216,0,16616,491,691,132,182,727,98,43
374,216,0,16616,491,691,132,182,727,98,43
375,215,0,16617,490,692,132,181,728,98,43
376,215,0,16617,490,692,132,181,728,98,43
377,215,0,16617,490,692,132,181,728,98,43
378,216,0,16616,490,692,132,181,728,98,43
379,218,0,16614,490,692,133,180,728,98,43
380,218,0,16614,490,692,133,180,728,98,43
381,219,0,16613,490,692,133,180,728,98,43
382,219,0,16613,490,692,133,180,728,98,43
383,219,0,16613,490,692,133,180,728,98,43
384,221,0,16611,490,692,133,180,728,98,43
385,220,0,16612,489,693,133,179,729,98,43
386,220,0,16612,489,693,133,179,729,98,43
387,221,0,16611,489,693,133,179,729,98,43
388,221,0,16611,489,693,133,179,729,98,43
389,222,0,16610,489,693,134,178,729,98,43
390,222,0,16610,489,693,134,178,729,98,43
391,222,0,16610,489,693,134,178,729,98,43
392,221,0,16611,489,693,134,178,729,98,43
393,221,0,16611,489,693,134,178,729,98,43
394,221,0,16611,489,693,134,178,729,98,43
395,222,0,16610,489,693,134,178,729,98,43
396,223,0,16609,490,692,134,179,728,98,43
397,223,0,16609,490,692,134,179,728,98,43
398,224,0,16608,490,692,134,179,728,98,43
399,224,0,16608,490,692,134,179,728,98,43
400,224,0,16608,490,692,134,179,728,98,43
401,224,0,16608,490,692,134,179,728,98,43
402,225,0,16607,491,691,134,180,727,98,43
403,225,0,16607,491,691,134,180,727,98,43
404,225,0,16607,491,691,134,180,727,98,43
405,228,0,16604,491,691,134,180,727,98,43
406,230,0,16602,491,691,134,180,727,98,43
407,231,0,16601,491,691,134,180,727,98,43
408,231,0,16601,491,691,134,180,727,98,43
409,231,0,16601,491,691,134,180,727,98,43
410,232,0,16600,491,691,134,180,727,98,43
411,232,0,16600,491,691,134,180,727,98,43
412,232,0,16600,491,691,134,180,727,98,43
413,234,0,16598,491,691,135,179,727,98,43
414,234,0,16598,491,691,135,179,727,98,43
415,234,0,16598,491,691,135,179,727,98,43
416,234,0,16598,491,691,135,179,727,98,43
417,233,0,16599,491,691,134,180,727,98,43
418,234,0,16598,491,691,134,181,726,98,43
419,235,0,16597,491,691,134,181,726,98,43
420,235,0,16597,491,691,134,181,726,98,43
421,236,0,16596,491,691,134,181,726,98,43
422,237,0,16595,491,691,134,181,726,98,43
423,239,0,16593,491,691,135,180,726,98,43
424,240,0,16592,491,691,135,180,726,98,43
425,240,0,16592,491,691,135,180,726,98,43
426,241,0,16591,491,691,135,180,726,98,43
427,241,0,16591,491,691,135,180,726,98,43
428,242,0,16590,490,692,135,180,726,98,43
429,242,0,16590,490,692,135,180,726,98,43
430,243,0,16589,490,692,135,180,726,98,43
431,244,0,16588,490,692,135,180,726,98,43
432,246,0,16586,490,692,135,180,726,98,43
433,246,0,16586,490,692,135,180,726,98,43
434,246,0,16586,490,692,135,180,726,98,43
435,247,0,16585,490,692,135,180,726,98,43
436,249,0,16583,490,692,135,180,727,97,43
437,249,0,16583,490,692,135,180,727,97,43
438,249,0,16583,490,692,135,180,727,97,43
439,249,0,16583,490,692,135,180,727,97,43
440,250,0,16582,490,692,135,180,727,97,43
441,251,0,16581,490,692,135,180,727,97,43
442,252,0,16580,490,692,135,180,727,97,43
443,252,0,16580,490,692,135,180,727,97,43
444,253,0,16579,490,692,136,179,727,97,43
445,252,0,16580,490,692,136,179,727,97,43
446,252,0,16580,490,692,136,179,727,97,43
447,252,0,16580,490,692,136,179,727,97,43
448,253,0,16579,490,692,136,179,727,97,43
449,254,0,16578,490,692,136,179,727,97,43
450,254,0,16578,490,692,136,179,727,97,43
451,255,0,16577,490,692,136,179,727,97,43
452,255,0,16577,490,692,136,179,727,97,43
453,255,0,16577,490,692,136,179,727,97,43
454,255,0,16577,490,692,136,179,727,97,43
455,256,0,16576,490,692,136,179,727,97,43
456,257,0,16575,490,692,136,179,727,97,43
457,259,0,16573,490,692,136,179,727,97,43
458,258,0,16574,490,692,136,179,727,97,43
459,258,0,16574,490,692,136,179,727,97,43
460,258,0,16574,490,692,136,179,727,97,43
461,258,0,16574,490,692,136,179,727,97,43
462,258,0,16574,490,692,136,179,727,97,43
463,257,0,16575,490,692,135,180,727,97,43
464,258,0,16574,490,692,135,180,727,97,43
465,257,0,16575,490,692,135,180,727,97,43
466,257,0,16575,490,692,135,180,727,97,43
467,257,0,16575,490,692,135,180,727,97,43
468,259,0,16573,490,692,135,180,727,97,43
469,260,0,16572,490,692,135,180,727,97,43
470,261,0,16571,490,692,135,180,727,97,43
471,262,0,16570,490,692,136,179,727,97,43
472,262,0,16570,490,692,136,179,727,97,43
473,263,0,16569,491,691,136,180,726,97,43
474,264,0,16568,491,691,136,180,726,97,43
475,265,0,16567,491,691,138,178,726,97,43
476,264,0,16568,491,691,138,178,726,97,43
477,265,0,16567,491,691,139,177,726,97,43
478,265,0,16567,491,691,139,177,726,97,43
479,265,0,16567,491,691,139,177,726,97,43
480,265,0,16567,491,691,139,177,726,97,43
481,268,0,16564,491,691,139,177,726,98,42
482,270,0,16562,491,691,139,177,726,98,42
483,271,0,16561,492,690,139,178,725,98,42
484,271,0,16561,492,690,139,178,725,98,42
485,271,0,16561,492,690,139,178,725,98,42
486,272,0,16560,491,691,139,178,725,98,42
487,272,0,16560,491,691,139,178,725,98,42
488,272,0,16560,491,691,139,178,725,99,41
489,273,0,16559,491,691,139,178,725,99,41
490,273,0,16559,491,691,139,178,725,99,41
491,273,0,16559,491,691,139,178,725,99,41
492,273,0,16559,491,691,139,178,725,99,41
493,274,0,16558,491,691,139,178,725,99,41
494,274,0,16558,491,691,139,178,725,99,41
495,274,0,16558,491,691,139,178,725,99,41
496,274,0,16558,491,691,139,178,725,99,41
497,274,0,16558,491,691,139,178,725,99,41
498,276,0,16556,491,691,139,178,725,100,40
499,277,0,16555,492,690,139,179,724,100,40
500,278,0,16554,492,690,139,179,724,100,40
501,278,0,16554,492,690,139,179,724,100,40
502,278,0,16554,491,691,139,178,725,100,40
503,279,0,16553,492,690,139,179,724,100,40
504,279,0,16553,492,690,139,179,724,100,40
505,279,0,16553,492,690,139,179,724,100,40
506,279,0,16553,492,690,139,179,724,100,40
507,280,0,16552,492,690,139,179,724,100,40
508,282,0,16550,492,690,140,178,724,100,40
509,282,0,16550,492,690,140,178,724,100,40
510,284,0,16548,492,690,140,178,724,100,40
511,283,0,16549,492,690,140,178,724,100,40
512,283,0,16549,492,690,140,178,724,100,40
513,283,0,16549,492,690,140,178,724,100,40
514,284,0,16548,492,690,140,178,724,100,40
515,285,0,16547,492,690,140,178,724,100,40
516,285,0,16547,492,690,140,178,724,100,40
517,285,0,16547,492,690,140,178,724,100,40
518,285,0,16547,492,690,140,178,724,100,40
519,286,0,16546,492,690,139,179,725,99,40
520,286,0,16546,492,690,139,179,725,99,40
521,287,0,16545,492,690,139,179,725,99,40
522,290,0,16542,492,690,139,179,725,99,40
523,290,0,16542,492,690,139,179,725,99,40
524,290,0,16542,492,690,140,178,725,99,40
525,291,0,16541,492,690,140,178,725,100,39
526,293,0,16539,492,690,140,178,725,100,39
527,294,0,16538,492,690,140,178,725,100,39
528,294,0,16538,492,690,140,178,725,100,39
529,294,0,16538,492,690,140,178,725,100,39
530,294,0,16538,492,690,140,178,725,100,39
531,296,0,16536,492,690,140,178,726,99,39
532,296,0,16536,492,690,140,178,726,99,39
533,297,0,16535,492,690,140,178,726,100,38
534,298,0,16534,492,690,140,178,726,100,38
535,298,0,16534,492,690,140,178,726,100,38
536,297,0,16535,492,690,139,179,726,100,38
537,297,0,16535,492,690,139,179,726,100,38
538,297,0,16535,492,690,139,179,726,100,38
539,297,0,16535,492,690,139,179,726,100,38
540,297,0,16535,492,690,139,179,726,100,38
541,297,0,16535,492,690,139,179,726,100,38
542,297,0,16535,492,690,139,179,726,100,38
543,298,0,16534,492,690,139,179,726,100,38
544,299,0,16533,492,690,139,179,726,100,38
545,298,0,16534,491,691,139,178,727,100,38
546,296,0,16536,491,691,139,178,727,100,38
547,297,0,16535,491,691,139,178,727,100,38
548,297,0,16535,491,691,139,178,727,100,38
549,296,0,16536,491,691,139,178,727,100,38
550,296,0,16536,491,691,139,178,727,100,38
551,295,0,16537,491,691,139,177,728,100,38
552,294,0,16538,491,691,139,177,728,100,38
553,295,0,16537,491,691,139,177,728,100,38
554,295,0,16537,491,691,139,177,728,100,38
555,296,0,16536,491,691,139,177,729,99,38
556,295,0,16537,491,691,139,177,729,99,38
557,295,0,16537,491,691,139,177,728,100,38
558,294,0,16538,491,691,139,177,728,100,38
559,293,0,16539,491,691,139,177,728,100,38
560,294,0,16538,491,691,139,177,728,100,38
561,294,0,16538,491,691,139,177,728,100,38
562,295,0,16537,491,691,139,177,728,100,38
563,296,0,16536,492,690,139,178,727,100,38
564,300,0,16532,492,690,140,177,727,100,38
565,302,0,16530,492,690,140,177,727,100,38
566,303,0,16529,492,690,140,177,727,100,38
567,303,0,16529,492,690,140,177,727,100,38
568,304,0,16528,492,690,140,177,727,100,38
569,306,0,16526,492,690,140,177,728,99,38
570,306,0,16526,492,690,140,177,728,99,38
571,305,0,16527,492,690,140,177,728,99,38
572,305,0,16527,492,690,140,177,728,99,38
573,306,0,16526,492,690,140,177,728,99,38
574,306,0,16526,492,690,140,177,728,99,38
575,307,0,16525,492,690,140,177,728,99,38
576,307,0,16525,492,690,141,176,728,99,38
577,307,0,16525,492,690,141,176,728,99,38
578,307,0,16525,492,690,141,176,728,99,38
579,307,0,16525,492,690,141,176,728,99,38
580,307,0,16525,492,690,141,176,728,99,38
581,306,0,16526,492,690,141,176,728,99,38
582,306,0,16526,492,690,141,176,728,99,38
583,308,0,16524,492,690,141,176,728,99,38
584,310,0,16522,492,690,142,175,728,100,37
585,310,0,16522,492,690,142,175,728,100,37
586,311,0,16521,492,690,142,175,728,100,37
587,311,0,16521,492,690,142,175,728,100,37
588,310,0,16522,492,690,142,175,728,100,37
589,311,0,16521,492,690,142,175,728,100,37
590,313,0,16519,492,690,142,175,728,100,37
591,314,0,16518,492,690,142,175,728,100,37
592,315,0,16517,492,690,142,175,728,100,37
593,315,0,16517,492,690,142,175,728,100,37
594,315,0,16517,492,690,142,175,728,100,37
595,315,0,16517,492,690,142,175,728,100,37
596,315,0,16517,492,690,142,175,728,100,37
597,316,0,16516,492,690,142,175,728,100,37
598,318,0,16514,492,690,142,175,728,100,37
599,319,0,16513,493,689,142,176,727,100,37
600,320,0,16512,493,689,142,176,727,100,37
601,320,0,16512,493,689,142,176,727,100,37
602,320,0,16512,493,689,142,176,727,100,37
